username,in_reply_to_screen_name,full_text,Cleaned_Text,Tokenized_Text,Formalized_Text,Stopword_Removed_Text,Stemmed_Text,BERT_Label,VADER_Label
fauvineyard,getsemanee,@cwkwangi Nyari suami kayak syarat loker. Tapi bener loh soal rokok ini concern banget kasihan sama anak nanti stunting dan keluarganya kena penyakit paru-paru. ️‍,cwkwangi nyari suami kayak syarat loker tapi bener loh soal rokok ini concern banget kasihan sama anak nanti stunting dan keluarganya kena penyakit paru paru,"['cwkwangi', 'nyari', 'suami', 'kayak', 'syarat', 'loker', 'tapi', 'bener', 'loh', 'soal', 'rokok', 'ini', 'concern', 'banget', 'kasihan', 'sama', 'anak', 'nanti', 'stunting', 'dan', 'keluarganya', 'kena', 'penyakit', 'paru', 'paru']","['cwkwangi', 'mencari', 'suami', 'kayak', 'syarat', 'loker', 'tetapi', 'benar', 'loh', 'soal', 'rokok', 'ini', 'concern', 'sangat', 'kasihan', 'sama', 'anak', 'nanti', 'stunting', 'dan', 'keluarganya', 'kena', 'penyakit', 'paru', 'paru']",cwkwangi mencari suami kayak syarat loker rokok concern kasihan anak stunting keluarganya kena penyakit paru paru,"['cwkwangi', 'cari', 'suami', 'kayak', 'syarat', 'loker', 'rokok', 'concern', 'kasihan', 'anak', 'stunting', 'keluarga', 'kena', 'sakit', 'paru', 'paru']",neutral,neutral
MasMadYap,yudhomareskha,@yudhomareskha @Sentjoko @akhadam77 Terserah mereka.mau bantu Palestina dsb hak mereka...ente salahin pemerintah tuh gagal urus stunting..,yudhomareskha sentjoko terserah mereka mau bantu palestina dsb hak mereka ente salahin pemerintah tuh gagal urus stunting,"['yudhomareskha', 'sentjoko', 'terserah', 'mereka', 'mau', 'bantu', 'palestina', 'dsb', 'hak', 'mereka', 'ente', 'salahin', 'pemerintah', 'tuh', 'gagal', 'urus', 'stunting']","['yudhomareskha', 'sentjoko', 'terserah', 'mereka', 'ingin', 'bantu', 'palestina', 'dsb', 'hak', 'mereka', 'ente', 'salahin', 'pemerintah', 'tuh', 'gagal', 'urus', 'stunting']",yudhomareskha sentjoko terserah bantu palestina dsb hak ente salahin pemerintah gagal urus stunting,"['yudhomareskha', 'sentjoko', 'serah', 'bantu', 'palestina', 'dsb', 'hak', 'ente', 'salahin', 'perintah', 'gagal', 'urus', 'stunting']",negative,positive
yesmar_banu,timpenguinnas,@timpenguinnas Namanya ujicoba itu di lokasi yg layak jd sasaran ujicoba. Ini ujicoba di SMAN 70 rata2 org punya semua orang tuanya mana ada org terancam stunting disitu. Mana bangga blg itu makan siang mewah ga tau lg d sama kelakuan wapres terpilih paham ga program ini tujuannya apa,timpenguinnas namanya ujicoba itu di lokasi yg layak jd sasaran ujicoba ini ujicoba di sman org punya semua orang tuanya mana ada org terancam stunting disitu mana bangga blg itu makan siang mewah ga tau lg d sama kelakuan wapres terpilih paham ga program ini tujuannya apa,"['timpenguinnas', 'namanya', 'ujicoba', 'itu', 'di', 'lokasi', 'yg', 'layak', 'jd', 'sasaran', 'ujicoba', 'ini', 'ujicoba', 'di', 'sman', 'org', 'punya', 'semua', 'orang', 'tuanya', 'mana', 'ada', 'org', 'terancam', 'stunting', 'disitu', 'mana', 'bangga', 'blg', 'itu', 'makan', 'siang', 'mewah', 'ga', 'tau', 'lg', 'd', 'sama', 'kelakuan', 'wapres', 'terpilih', 'paham', 'ga', 'program', 'ini', 'tujuannya', 'apa']","['timpenguinnas', 'namanya', 'ujicoba', 'itu', 'di', 'lokasi', 'yang', 'layak', 'jadi', 'sasaran', 'ujicoba', 'ini', 'ujicoba', 'di', 'sman', 'org', 'punya', 'semua', 'orang', 'tuanya', 'mana', 'ada', 'org', 'terancam', 'stunting', 'disitu', 'mana', 'bangga', 'bilang', 'itu', 'makan', 'siang', 'mewah', 'ga', 'tahu', 'lagi', 'di', 'sama', 'kelakuan', 'wapres', 'terpilih', 'paham', 'ga', 'program', 'ini', 'tujuannya', 'apa']",timpenguinnas namanya ujicoba lokasi sasaran ujicoba ujicoba sman org orang tuanya org terancam stunting disitu bangga siang mewah kelakuan wapres terpilih paham program tujuannya,"['timpenguinnas', 'nama', 'ujicoba', 'lokasi', 'sasar', 'ujicoba', 'ujicoba', 'sman', 'org', 'orang', 'tua', 'org', 'ancam', 'stunting', 'situ', 'bangga', 'siang', 'mewah', 'laku', 'wapres', 'pilih', 'paham', 'program', 'tuju']",neutral,neutral
SoundHSub,SoundHSub,Kan dah ditulis jadi idupnya lebih berwarna bejimaneee mas yoshi mas yoshi kalo kurang berwarna ntar aku pinjemin krayon Istigpar memang situ toddler yg lg kena stunting segala minta telor bu bidan kek program gizi buruk aje.,kan dah ditulis jadi idupnya lebih berwarna bejimaneee mas yoshi mas yoshi kalo kurang berwarna ntar aku pinjemin krayon istigpar memang situ toddler yg lg kena stunting segala minta telor bu bidan kek program gizi buruk aje,"['kan', 'dah', 'ditulis', 'jadi', 'idupnya', 'lebih', 'berwarna', 'bejimaneee', 'mas', 'yoshi', 'mas', 'yoshi', 'kalo', 'kurang', 'berwarna', 'ntar', 'aku', 'pinjemin', 'krayon', 'istigpar', 'memang', 'situ', 'toddler', 'yg', 'lg', 'kena', 'stunting', 'segala', 'minta', 'telor', 'bu', 'bidan', 'kek', 'program', 'gizi', 'buruk', 'aje']","['kan', 'deh', 'ditulis', 'jadi', 'idupnya', 'lebih', 'berwarna', 'bejimaneee', 'mas', 'yoshi', 'mas', 'yoshi', 'kalau', 'kurang', 'berwarna', 'nanti', 'aku', 'pinjemin', 'krayon', 'istigpar', 'memang', 'situ', 'toddler', 'yang', 'lagi', 'kena', 'stunting', 'segala', 'minta', 'telor', 'bu', 'bidan', 'seperti', 'program', 'gizi', 'buruk', 'aje']",ditulis idupnya berwarna bejimaneee mas yoshi mas yoshi berwarna pinjemin krayon istigpar situ toddler kena stunting telor bu bidan program gizi buruk aje,"['tulis', 'idupnya', 'warna', 'bejimaneee', 'mas', 'yoshi', 'mas', 'yoshi', 'warna', 'pinjemin', 'krayon', 'istigpar', 'situ', 'toddler', 'kena', 'stunting', 'telor', 'bu', 'bidan', 'program', 'gizi', 'buruk', 'aje']",negative,neutral
tunesaissrien,dutahotspot,@dutahotspot samaaaaa aku jg gamau nnti dikataim stunting lagi,dutahotspot samaaaaa aku jg gamau nnti dikataim stunting lagi,"['dutahotspot', 'samaaaaa', 'aku', 'jg', 'gamau', 'nnti', 'dikataim', 'stunting', 'lagi']","['dutahotspot', 'samaaaaa', 'aku', 'juga', 'gamau', 'nnti', 'dikataim', 'stunting', 'lagi']",dutahotspot samaaaaa gamau nnti dikataim stunting,"['dutahotspot', 'samaaaaa', 'gamau', 'nnti', 'dikataim', 'stunting']",negative,neutral
bareda,arieparikesit,@arieparikesit Mengatasi stunting mah dari sejak di kandungan. Kalau udah SMA ya makan gratis aja jadi uang jajan hemat bisa untuk beli rokok.,arieparikesit mengatasi stunting mah dari sejak di kandungan kalau udah sma ya makan gratis aja jadi uang jajan hemat bisa untuk beli rokok,"['arieparikesit', 'mengatasi', 'stunting', 'mah', 'dari', 'sejak', 'di', 'kandungan', 'kalau', 'udah', 'sma', 'ya', 'makan', 'gratis', 'aja', 'jadi', 'uang', 'jajan', 'hemat', 'bisa', 'untuk', 'beli', 'rokok']","['arieparikesit', 'mengatasi', 'stunting', 'mah', 'dari', 'sejak', 'di', 'kandungan', 'kalau', 'sudah', 'sama', 'iya', 'makan', 'gratis', 'saja', 'jadi', 'uang', 'jajan', 'hemat', 'bisa', 'untuk', 'beli', 'rokok']",arieparikesit mengatasi stunting mah kandungan gratis uang jajan hemat beli rokok,"['arieparikesit', 'atas', 'stunting', 'mah', 'kandung', 'gratis', 'uang', 'jajan', 'hemat', 'beli', 'rokok']",neutral,positive
Merdie_M,representatif,@representatif @tfsurabaya Angka stunting di kabupaten2 Madura tergolong tinggi angka perceraian dan nikah muda tinggi tingkat pendidikan rendah lanjut angka kemiskinan menurut BPS angkae tinggi. Selama Iki kerjae Bupatine opo? Gubernurnya ngelakukno opo? Warga isoke mangkel pimpinane gak genah kabeh.,representatif tfsurabaya angka stunting di madura tergolong tinggi angka perceraian dan nikah muda tinggi tingkat pendidikan rendah lanjut angka kemiskinan menurut bps angkae tinggi selama iki kerjae bupatine opo gubernurnya ngelakukno opo warga isoke mangkel pimpinane gak genah kabeh,"['representatif', 'tfsurabaya', 'angka', 'stunting', 'di', 'madura', 'tergolong', 'tinggi', 'angka', 'perceraian', 'dan', 'nikah', 'muda', 'tinggi', 'tingkat', 'pendidikan', 'rendah', 'lanjut', 'angka', 'kemiskinan', 'menurut', 'bps', 'angkae', 'tinggi', 'selama', 'iki', 'kerjae', 'bupatine', 'opo', 'gubernurnya', 'ngelakukno', 'opo', 'warga', 'isoke', 'mangkel', 'pimpinane', 'gak', 'genah', 'kabeh']","['representatif', 'tfsurabaya', 'angka', 'stunting', 'di', 'madura', 'tergolong', 'tinggi', 'angka', 'perceraian', 'dan', 'nikah', 'muda', 'tinggi', 'tingkat', 'pendidikan', 'rendah', 'lanjut', 'angka', 'kemiskinan', 'menurut', 'bps', 'angkae', 'tinggi', 'selama', 'iki', 'kerjae', 'bupatine', 'opo', 'gubernurnya', 'ngelakukno', 'opo', 'warga', 'isoke', 'mangkel', 'pimpinane', 'gak', 'genah', 'kabeh']",representatif tfsurabaya angka stunting madura tergolong angka perceraian nikah muda tingkat pendidikan rendah angka kemiskinan bps angkae iki kerjae bupatine opo gubernurnya ngelakukno opo warga isoke mangkel pimpinane genah kabeh,"['representatif', 'tfsurabaya', 'angka', 'stunting', 'madura', 'golong', 'angka', 'cerai', 'nikah', 'muda', 'tingkat', 'didik', 'rendah', 'angka', 'miskin', 'bps', 'angkae', 'iki', 'kerjae', 'bupatine', 'opo', 'gubernur', 'ngelakukno', 'opo', 'warga', 'isoke', 'mangkel', 'pimpinane', 'genah', 'kabeh']",negative,neutral
notfortodayswee,notfortodayswee,@tanyarlfes Stunting atau kasus kekurangan gizi lainnya memang solusi nya ini aja ya? Plis banget deh. Mereka kena buruk gini tu faktor ekonomi salah satunya ,tanyarlfes stunting atau kasus kekurangan gizi lainnya memang solusi nya ini aja ya plis banget deh mereka kena buruk gini tu faktor ekonomi salah satunya,"['tanyarlfes', 'stunting', 'atau', 'kasus', 'kekurangan', 'gizi', 'lainnya', 'memang', 'solusi', 'nya', 'ini', 'aja', 'ya', 'plis', 'banget', 'deh', 'mereka', 'kena', 'buruk', 'gini', 'tu', 'faktor', 'ekonomi', 'salah', 'satunya']","['tanyarlfes', 'stunting', 'atau', 'kasus', 'kekurangan', 'gizi', 'lainnya', 'memang', 'solusi', 'nya', 'ini', 'saja', 'iya', 'plis', 'sangat', 'deh', 'mereka', 'kena', 'buruk', 'gini', 'tu', 'faktor', 'ekonomi', 'salah', 'satunya']",tanyarlfes stunting kekurangan gizi solusi plis kena buruk tu faktor ekonomi salah satunya,"['tanyarlfes', 'stunting', 'kurang', 'gizi', 'solusi', 'plis', 'kena', 'buruk', 'tu', 'faktor', 'ekonomi', 'salah', 'satu']",negative,neutral
wiburumahtangga,wiburumahtangga,Memahami stunting aja dijelasin dulu sama Ganjar pas debat nyampe di Tiktok ih kesian bgt mukanya melas pantat lu mengkerut lah,memahami stunting aja dijelasin dulu sama ganjar pas debat nyampe di tiktok ih kesian bgt mukanya melas pantat lu mengkerut lah,"['memahami', 'stunting', 'aja', 'dijelasin', 'dulu', 'sama', 'ganjar', 'pas', 'debat', 'nyampe', 'di', 'tiktok', 'ih', 'kesian', 'bgt', 'mukanya', 'melas', 'pantat', 'lu', 'mengkerut', 'lah']","['memahami', 'stunting', 'saja', 'dijelasin', 'dulu', 'sama', 'ganjar', 'pas', 'debat', 'nyampe', 'di', 'tiktok', 'ih', 'kasihan', 'banget', 'mukanya', 'melas', 'pantat', 'kamu', 'mengkerut', 'lah']",memahami stunting dijelasin ganjar debat nyampe tiktok ih kasihan banget mukanya melas pantat mengkerut,"['paham', 'stunting', 'dijelasin', 'ganjar', 'debat', 'nyampe', 'tiktok', 'ih', 'kasihan', 'banget', 'muka', 'melas', 'pantat', 'kerut']",negative,neutral
namakuDhatimu,aromapetrikorr,@aromapetrikorr @PartaiSocmed aowkwwok bocil stunting,aromapetrikorr partaisocmed aowkwwok bocil stunting,"['aromapetrikorr', 'partaisocmed', 'aowkwwok', 'bocil', 'stunting']","['aromapetrikorr', 'partaisocmed', 'aowkwwok', 'bocil', 'stunting']",aromapetrikorr partaisocmed aowkwwok bocil stunting,"['aromapetrikorr', 'partaisocmed', 'aowkwwok', 'bocil', 'stunting']",negative,neutral
shoheelee,xantonriize,@xantonriize @sungwchan @paddukasc Terusin aja stunting stunting itu,xantonriize sungwchan paddukasc terusin aja stunting stunting itu,"['xantonriize', 'sungwchan', 'paddukasc', 'terusin', 'aja', 'stunting', 'stunting', 'itu']","['xantonriize', 'sungwchan', 'paddukasc', 'terusin', 'saja', 'stunting', 'stunting', 'itu']",xantonriize sungwchan paddukasc terusin stunting stunting,"['xantonriize', 'sungwchan', 'paddukasc', 'terusin', 'stunting', 'stunting']",negative,neutral
jeyjakewithluvv,jeyjakewithluvv,Stunting loh ini masalah serius anjir malah dibuat main . Masalah Ini perlu diperhatikan lagi karna sudah menyangkut soal kesehatan yg mana jadi faktor mempengaruhi pertumbuhan ekonomi yg diwakili dari kualitas SDM kita. Klo SDM kita dari awal juga lemah gmn mau maju coba,stunting loh ini masalah serius anjir malah dibuat main masalah ini perlu diperhatikan lagi karna sudah menyangkut soal kesehatan yg mana jadi faktor mempengaruhi pertumbuhan ekonomi yg diwakili dari kualitas sdm kita klo sdm kita dari awal juga lemah gmn mau maju coba,"['stunting', 'loh', 'ini', 'masalah', 'serius', 'anjir', 'malah', 'dibuat', 'main', 'masalah', 'ini', 'perlu', 'diperhatikan', 'lagi', 'karna', 'sudah', 'menyangkut', 'soal', 'kesehatan', 'yg', 'mana', 'jadi', 'faktor', 'mempengaruhi', 'pertumbuhan', 'ekonomi', 'yg', 'diwakili', 'dari', 'kualitas', 'sdm', 'kita', 'klo', 'sdm', 'kita', 'dari', 'awal', 'juga', 'lemah', 'gmn', 'mau', 'maju', 'coba']","['stunting', 'loh', 'ini', 'masalah', 'serius', 'anjing', 'justru', 'dibuat', 'main', 'masalah', 'ini', 'perlu', 'diperhatikan', 'lagi', 'karena', 'sudah', 'menyangkut', 'soal', 'kesehatan', 'yang', 'mana', 'jadi', 'faktor', 'mempengaruhi', 'pertumbuhan', 'ekonomi', 'yang', 'diwakili', 'dari', 'kualitas', 'sdm', 'kita', 'kalau', 'sdm', 'kita', 'dari', 'awal', 'ya', 'lemah', 'gmn', 'ingin', 'maju', 'coba']",stunting anjing diperhatikan kesehatan faktor mempengaruhi pertumbuhan ekonomi diwakili kualitas sdm sdm lemah maju,"['stunting', 'anjing', 'perhati', 'sehat', 'faktor', 'pengaruh', 'tumbuh', 'ekonomi', 'wakil', 'kualitas', 'sdm', 'sdm', 'lemah', 'maju']",neutral,neutral
keretaCosmic,dspringsnow,@dspringsnow @tanyarlfes Makanyaa wkwk masa cegah stunting yg dikasih maksi gratis malah anak sd ,dspringsnow tanyarlfes makanyaa wkwk masa cegah stunting yg dikasih maksi gratis malah anak sd,"['dspringsnow', 'tanyarlfes', 'makanyaa', 'wkwk', 'masa', 'cegah', 'stunting', 'yg', 'dikasih', 'maksi', 'gratis', 'malah', 'anak', 'sd']","['dspringsnow', 'tanyarlfes', 'makanyaa', 'haha', 'masa', 'cegah', 'stunting', 'yang', 'dikasih', 'maksi', 'gratis', 'justru', 'anak', 'sd']",dspringsnow tanyarlfes makanyaa haha cegah stunting dikasih maksi gratis anak sd,"['dspringsnow', 'tanyarlfes', 'makanyaa', 'haha', 'cegah', 'stunting', 'kasih', 'maksi', 'gratis', 'anak', 'sd']",neutral,positive
dspringsnow,keretaCosmic,@keretaCosmic @tanyarlfes Bilangin mencegah stunting gk gitu caranya byk dokter gizi yg speak up. Makanya prokernya udah gk bawa2 stunting lagi gk bawa2 gizi buruk lagi Krn emang gk bisa untuk 2 tujuan ini. Jadinya makanan bergizi gitu aja udah Krn tiap bahan makanan emang mengandung zat gizi sih.,keretacosmic tanyarlfes bilangin mencegah stunting gk gitu caranya byk dokter gizi yg speak up makanya prokernya udah gk stunting lagi gk gizi buruk lagi krn emang gk bisa untuk tujuan ini jadinya makanan bergizi gitu aja udah krn tiap bahan makanan emang mengandung zat gizi sih,"['keretacosmic', 'tanyarlfes', 'bilangin', 'mencegah', 'stunting', 'gk', 'gitu', 'caranya', 'byk', 'dokter', 'gizi', 'yg', 'speak', 'up', 'makanya', 'prokernya', 'udah', 'gk', 'stunting', 'lagi', 'gk', 'gizi', 'buruk', 'lagi', 'krn', 'emang', 'gk', 'bisa', 'untuk', 'tujuan', 'ini', 'jadinya', 'makanan', 'bergizi', 'gitu', 'aja', 'udah', 'krn', 'tiap', 'bahan', 'makanan', 'emang', 'mengandung', 'zat', 'gizi', 'sih']","['keretacosmic', 'tanyarlfes', 'bilangin', 'mencegah', 'stunting', 'gk', 'seperti itu', 'caranya', 'banyak', 'dokter', 'gizi', 'yang', 'speak', 'up', 'makanya', 'prokernya', 'sudah', 'gk', 'stunting', 'lagi', 'gk', 'gizi', 'buruk', 'lagi', 'karena', 'memang', 'gk', 'bisa', 'untuk', 'tujuan', 'ini', 'jadinya', 'makanan', 'bergizi', 'seperti itu', 'saja', 'sudah', 'karena', 'tiap', 'bahan', 'makanan', 'memang', 'mengandung', 'zat', 'gizi', 'sih']",keretacosmic tanyarlfes bilangin mencegah stunting gk dokter gizi speak prokernya gk stunting gk gizi buruk gk tujuan bergizi bahan mengandung zat gizi,"['keretacosmic', 'tanyarlfes', 'bilangin', 'cegah', 'stunting', 'gk', 'dokter', 'gizi', 'speak', 'prokernya', 'gk', 'stunting', 'gk', 'gizi', 'buruk', 'gk', 'tuju', 'gizi', 'bahan', 'kandung', 'zat', 'gizi']",negative,neutral
agklainkutengok,trizzdumpy,@trizzdumpy Benarr gaakan kelar masalahnya klo solusinya cuma kasih makan gratis doang kadang anak stunting yang udah dikasi makan 3x sehari jg makanannya malah dimakan kakak/adeknya atau malah ortunya Semangat yh temen temen gizii,trizzdumpy benarr gaakan kelar masalahnya klo solusinya cuma kasih makan gratis doang kadang anak stunting yang udah dikasi makan sehari jg makanannya malah dimakan kakak adeknya atau malah ortunya semangat yh temen temen gizii,"['trizzdumpy', 'benarr', 'gaakan', 'kelar', 'masalahnya', 'klo', 'solusinya', 'cuma', 'kasih', 'makan', 'gratis', 'doang', 'kadang', 'anak', 'stunting', 'yang', 'udah', 'dikasi', 'makan', 'sehari', 'jg', 'makanannya', 'malah', 'dimakan', 'kakak', 'adeknya', 'atau', 'malah', 'ortunya', 'semangat', 'yh', 'temen', 'temen', 'gizii']","['trizzdumpy', 'benarr', 'gaakan', 'kelar', 'masalahnya', 'kalau', 'solusinya', 'cuma', 'kasih', 'makan', 'gratis', 'doang', 'kadang', 'anak', 'stunting', 'yang', 'sudah', 'dikasi', 'makan', 'sehari', 'juga', 'makanannya', 'justru', 'dimakan', 'kakak', 'adeknya', 'atau', 'justru', 'ortunya', 'semangat', 'yh', 'teman', 'teman', 'gizii']",trizzdumpy benarr gaakan kelar solusinya kasih gratis doang kadang anak stunting dikasi sehari makanannya dimakan kakak adeknya ortunya semangat yh teman teman gizii,"['trizzdumpy', 'benarr', 'gaakan', 'kelar', 'solusi', 'kasih', 'gratis', 'doang', 'kadang', 'anak', 'stunting', 'kasi', 'hari', 'makan', 'makan', 'kakak', 'adeknya', 'ortunya', 'semangat', 'yh', 'teman', 'teman', 'gizi']",positive,positive
SupraX125_,neksopoi,@neksopoi @cloudiesbud @tanyakanrl tolol gak gede gede amat suruh nimbang tolol orang dewasa pasti diatas 40kg maksimal 20kg sampe 25kg kalo lu maksa naik ya rusak. tolol kalo lu ngaku masih 25kg artinya lu dulu stunting dan otaknya gak berkembang jadi tolol,neksopoi cloudiesbud tanyakanrl tolol gak gede gede amat suruh nimbang tolol orang dewasa pasti diatas maksimal sampe kalo lu maksa naik ya rusak tolol kalo lu ngaku masih artinya lu dulu stunting dan otaknya gak berkembang jadi tolol,"['neksopoi', 'cloudiesbud', 'tanyakanrl', 'tolol', 'gak', 'gede', 'gede', 'amat', 'suruh', 'nimbang', 'tolol', 'orang', 'dewasa', 'pasti', 'diatas', 'maksimal', 'sampe', 'kalo', 'lu', 'maksa', 'naik', 'ya', 'rusak', 'tolol', 'kalo', 'lu', 'ngaku', 'masih', 'artinya', 'lu', 'dulu', 'stunting', 'dan', 'otaknya', 'gak', 'berkembang', 'jadi', 'tolol']","['neksopoi', 'cloudiesbud', 'tanyakanrl', 'tolol', 'gak', 'gede', 'gede', 'amat', 'suruh', 'nimbang', 'tolol', 'orang', 'dewasa', 'yakin', 'diatas', 'maksimal', 'sampai', 'kalau', 'kamu', 'maksa', 'naik', 'iya', 'rusak', 'tolol', 'kalau', 'kamu', 'mengaku', 'masih', 'artinya', 'kamu', 'dulu', 'stunting', 'dan', 'otaknya', 'gak', 'berkembang', 'jadi', 'tolol']",neksopoi cloudiesbud tanyakanrl tolol gede gede suruh nimbang tolol orang dewasa diatas maksimal maksa rusak tolol mengaku stunting otaknya berkembang tolol,"['neksopoi', 'cloudiesbud', 'tanyakanrl', 'tolol', 'gede', 'gede', 'suruh', 'nimbang', 'tolol', 'orang', 'dewasa', 'atas', 'maksimal', 'maksa', 'rusak', 'tolol', 'aku', 'stunting', 'otak', 'kembang', 'tolol']",negative,neutral
trizzdumpy,agklainkutengok,@agklainkutengok blm lagi nemu ortu/nenek dari anak stunting yg ngeyelan udh mpasi dini minum susu pake susu skm dianjurin buat kasi mkn realfood biar makanannya bervariasi mlh dibandingin sama bubur sehat pinggir jalan ke posyandu gamau beneran cuma bisa ngelus dada ga akan kelar si,agklainkutengok blm lagi nemu ortu nenek dari anak stunting yg ngeyelan udh mpasi dini minum susu pake susu skm dianjurin buat kasi mkn realfood biar makanannya bervariasi mlh dibandingin sama bubur sehat pinggir jalan ke posyandu gamau beneran cuma bisa ngelus dada ga akan kelar si,"['agklainkutengok', 'blm', 'lagi', 'nemu', 'ortu', 'nenek', 'dari', 'anak', 'stunting', 'yg', 'ngeyelan', 'udh', 'mpasi', 'dini', 'minum', 'susu', 'pake', 'susu', 'skm', 'dianjurin', 'buat', 'kasi', 'mkn', 'realfood', 'biar', 'makanannya', 'bervariasi', 'mlh', 'dibandingin', 'sama', 'bubur', 'sehat', 'pinggir', 'jalan', 'ke', 'posyandu', 'gamau', 'beneran', 'cuma', 'bisa', 'ngelus', 'dada', 'ga', 'akan', 'kelar', 'si']","['agklainkutengok', 'belum', 'lagi', 'nemu', 'orang tua', 'nenek', 'dari', 'anak', 'stunting', 'yang', 'ngeyelan', 'udh', 'mpasi', 'dini', 'minum', 'susu', 'pakai', 'susu', 'skm', 'dianjurin', 'buat', 'kasi', 'mkn', 'realfood', 'biar', 'makanannya', 'bervariasi', 'mlh', 'dibandingin', 'sama', 'bubur', 'sehat', 'pinggir', 'jalan', 'ke', 'posyandu', 'gamau', 'beneran', 'cuma', 'bisa', 'ngelus', 'dada', 'ga', 'akan', 'kelar', 'si']",agklainkutengok nemu orang tua nenek anak stunting ngeyelan udh mpasi minum susu pakai susu skm dianjurin kasi mkn realfood makanannya bervariasi mlh dibandingin sehat pinggir jalan posyandu gamau beneran ngelus dada kelar,"['agklainkutengok', 'nemu', 'orang', 'tua', 'nenek', 'anak', 'stunting', 'ngeyelan', 'udh', 'mpasi', 'minum', 'susu', 'pakai', 'susu', 'skm', 'dianjurin', 'kasi', 'mkn', 'realfood', 'makan', 'variasi', 'mlh', 'dibandingin', 'sehat', 'pinggir', 'jalan', 'posyandu', 'gamau', 'beneran', 'ngelus', 'dada', 'kelar']",positive,neutral
